id,title,genres,averageRating,numVotes,releaseYear
tt7392212,Rangasthalam,"Action, Drama",8.2,28736,2018
tt0049902,A Man Escaped,"Drama, Thriller, War",8.2,27269,1956
tt4983780,Maanaadu,"Action, Adventure, Sci-Fi",8.2,26044,2021
tt0466460,Khosla Ka Ghosla!,"Comedy, Crime, Drama",8.2,25551,2006
tt26458038,Manjummel Boys,"Adventure, Drama, Thriller",8.2,24848,2024
tt0100234,Close-Up,"Biography, Crime, Drama",8.2,24297,1990
tt0054248,Rocco and His Brothers,"Crime, Drama, Sport",8.2,22897,1960
tt0042804,The Young and the Damned,"Crime, Drama",8.2,22539,1950
tt0041154,Late Spring,"Comedy, Drama",8.2,20050,1949
tt0070233,Ivan Vasilyevich Changes His Profession,"Adventure, Comedy, Sci-Fi",8.2,19120,1973
tt25433734,Hi Nanna,"Drama, Family, Romance",8.2,18960,2023
tt0100332,Paris Is Burning,Documentary,8.2,18710,1990
tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills,"Crime, Documentary",8.2,18631,1996
tt7019942,Super Deluxe,"Comedy, Crime, Drama",8.2,18496,2019
tt5460658,Life and a Day,Drama,8.2,18226,2016
tt2181831,Shahid,"Biography, Drama",8.2,18030,2012
tt0422320,Ghilli,"Action, Drama, Romance",8.2,17950,2004
tt0048452,Ordet,Drama,8.2,17937,1955
tt0081059,Lion of the Desert,"Biography, Drama, History",8.2,17915,1980
tt0050371,A Face in the Crowd,"Drama, Music",8.2,17878,1957
tt7060460,Theeran Adhigaram Ondru,"Action, Crime, Thriller",8.2,17683,2017
tt6380520,Dhuruvangal Pathinaaru,"Crime, Drama, Mystery",8.2,17393,2016
tt2218988,Ustad Hotel,"Comedy, Drama",8.2,17296,2012
tt0048956,Aparajito,Drama,8.2,16576,1956
tt0471571,Athadu,"Action, Crime, Drama",8.2,15451,2005
tt27118357,Amaran,"Action, Biography, Drama",8.2,15172,2024
tt0023042,I Am a Fugitive from a Chain Gang,"Crime, Drama, Film-Noir",8.2,14851,1932
tt1180583,Vaaranam Aayiram,"Action, Drama, Musical",8.2,14845,2008
tt9500372,Pocket Hercules: Naim Süleymanoglu,"Biography, Drama, History",8.2,14564,2019
tt3569782,Jigarthanda,"Comedy, Crime, Drama",8.2,14019,2014
tt0101985,A Brighter Summer Day,"Crime, Drama, Romance",8.2,13584,1991
tt9124428,Champion,"Biography, Drama, Romance",8.2,13539,2018
tt0056512,The Easy Life,"Comedy, Drama",8.2,13173,1962
tt0111341,Satantango,Drama,8.2,13050,1994
tt0052600,Ballad of a Soldier,"Drama, Romance, War",8.2,11646,1959
tt0058604,I Am Cuba,Drama,8.2,11215,1964
tt0076727,Office Romance,"Comedy, Drama, Romance",8.2,10793,1977
tt0075404,The Ascent,"Drama, War",8.2,10711,1977
tt3153634,Hope,Drama,8.2,10403,2013
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10352,2006
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy",8.1,1245667,2003
tt0434409,V for Vendetta,"Action, Drama, Sci-Fi",8.1,1202707,2005
tt1392190,Mad Max: Fury Road,"Action, Adventure, Sci-Fi",8.1,1145718,2015
tt0264464,Catch Me If You Can,"Biography, Crime, Drama",8.1,1139261,2002
tt2267998,Gone Girl,"Drama, Mystery, Thriller",8.1,1101545,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1010670,2001
tt1201607,Harry Potter and the Deathly Hallows: Part 2,"Adventure, Family, Fantasy",8.1,979240,2011
tt0088247,The Terminator,"Action, Adventure, Sci-Fi",8.1,950778,1984
tt2278388,The Grand Budapest Hotel,"Adventure, Comedy, Crime",8.1,911577,2014
tt0118715,The Big Lebowski,"Comedy, Crime",8.1,879679,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,873889,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,864082,2007
tt2096673,Inside Out,"Adventure, Animation, Comedy",8.1,847750,2015
tt0083658,Blade Runner,"Action, Drama, Sci-Fi",8.1,843060,1982
tt1205489,Gran Torino,Drama,8.1,830215,2008
tt0892769,How to Train Your Dragon,"Action, Adventure, Animation",8.1,827227,2010
tt2024544,12 Years a Slave,"Biography, Drama, History",8.1,756015,2013
tt0116282,Fargo,"Crime, Drama, Thriller",8.1,743407,1996
tt0117951,Trainspotting,Drama,8.1,741322,1996
tt0405159,Million Dollar Baby,"Drama, Sport",8.1,737143,2004
tt0073195,Jaws,"Adventure, Drama, Horror",8.1,683075,1975
tt0758758,Into the Wild,"Adventure, Biography, Drama",8.1,671368,2007
tt0075148,Rocky,"Drama, Sport",8.1,649215,1976
tt0120735,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",8.1,628727,1998
tt2119532,Hacksaw Ridge,"Biography, Drama, History",8.1,621666,2016
tt0097165,Dead Poets Society,"Comedy, Drama",8.1,575437,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,571822,2017
tt1979320,Rush,"Biography, Drama, Sport",8.1,526926,2013
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,512594,2015
tt1291584,Warrior,"Action, Drama, Sport",8.1,508427,2011
tt1950186,Ford v Ferrari,"Action, Biography, Drama",8.1,506996,2019
tt1454029,The Help,Drama,8.1,505652,2011
tt0070047,The Exorcist,Horror,8.1,470441,1973
tt3170832,Room,"Drama, Thriller",8.1,462256,2015
tt0092005,Stand by Me,"Adventure, Comedy, Drama",8.1,455934,1986
tt0091763,Platoon,"Drama, War",8.1,449511,1986
tt0032138,The Wizard of Oz,"Adventure, Family, Fantasy",8.1,443351,1939
tt0096283,My Neighbor Totoro,"Animation, Comedy, Family",8.1,397550,1988
tt0081398,Raging Bull,"Biography, Drama, Sport",8.1,390276,1980
tt0395169,Hotel Rwanda,"Biography, Drama, History",8.1,379779,2004
tt0077416,The Deer Hunter,"Drama, War",8.1,370961,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,359955,1974
tt0112471,Before Sunrise,"Drama, Romance",8.1,351873,1995
tt1028532,Hachi: A Dog's Tale,"Biography, Drama, Family",8.1,322021,2009
tt0381681,Before Sunset,"Drama, Romance",8.1,297181,2004
tt0059742,The Sound of Music,"Biography, Drama, Family",8.1,270712,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,259594,1959
tt0050212,The Bridge on the River Kwai,"Adventure, Drama, War",8.1,239002,1957
tt0129167,The Iron Giant,"Action, Adventure, Animation",8.1,238579,1999
tt0353969,Memories of Murder,"Crime, Drama, Mystery",8.1,231016,2003
tt3011894,Wild Tales,"Comedy, Drama, Thriller",8.1,224125,2014
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,207304,2014
tt0113247,La haine,"Crime, Drama",8.1,206136,1995
tt0050976,The Seventh Seal,"Drama, Fantasy",8.1,204662,1957
tt0978762,Mary and Max,"Animation, Comedy, Drama",8.1,193218,2009
tt0107207,In the Name of the Father,"Biography, Crime, Drama",8.1,193057,1993
tt0072684,Barry Lyndon,"Adventure, Drama, War",8.1,189511,1975
tt0041959,The Third Man,"Drama, Film-Noir, Mystery",8.1,187371,1949
tt4016934,The Handmaiden,"Drama, Romance, Thriller",8.1,182576,2016
tt0074958,Network,Drama,8.1,175525,1976
tt0118694,In the Mood for Love,"Drama, Romance",8.1,172807,2000
tt0047296,On the Waterfront,"Crime, Drama, Thriller",8.1,169731,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,150791,1940
tt0087884,"Paris, Texas",Drama,8.1,127634,1984
tt0031679,Mr. Smith Goes to Washington,"Comedy, Drama",8.1,124425,1939
tt0405508,Rang De Basanti,"Comedy, Crime, Drama",8.1,123680,2006
tt0169102,Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",8.1,122818,2001
tt0015864,The Gold Rush,"Adventure, Comedy, Drama",8.1,121839,1925
tt0050986,Wild Strawberries,"Drama, Romance",8.1,118485,1957
tt8613070,Portrait of a Lady on Fire,"Drama, Romance",8.1,115529,2019
tt0025316,It Happened One Night,"Comedy, Romance",8.1,115269,1934
tt0111495,Three Colors: Red,"Drama, Mystery, Romance",8.1,112442,1994
tt5323662,A Silent Voice: The Movie,"Animation, Drama",8.1,112165,2016
tt0032551,The Grapes of Wrath,Drama,8.1,102684,1940
tt3863552,Bajrangi Bhaijaan,"Action, Adventure, Comedy",8.1,102065,2015
tt0017925,The General,"Action, Adventure, Comedy",8.1,101131,1926
tt0374887,Munna Bhai M.B.B.S.,"Comedy, Drama",8.1,90805,2003
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,88843,2012
tt0871510,Chak De! India,"Drama, Family, Sport",8.1,86447,2007
tt0056217,The Man Who Shot Liberty Valance,"Drama, Western",8.1,84558,1962
tt1280558,A Wednesday,"Action, Crime, Drama",8.1,83518,2008
tt10554232,Dara of Jasenovac,"Drama, War",8.1,82025,2020
tt7775622,Free Solo,"Adventure, Documentary, Sport",8.1,80319,2018
tt0292490,Dil Chahta Hai,"Comedy, Drama, Romance",8.1,77149,2001
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,74084,2013
tt0116231,The Bandit,"Crime, Drama",8.1,73403,1996
tt0036868,The Best Years of Our Lives,"Drama, Romance, War",8.1,73073,1946
tt0046438,Tokyo Story,Drama,8.1,72016,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,70865,1955
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,69302,2013
tt0020629,All Quiet on the Western Front,"Drama, War",8.1,69113,1930
tt0046268,The Wages of Fear,"Adventure, Drama, Thriller",8.1,69050,1953
tt0058946,The Battle of Algiers,"Drama, War",8.1,68924,1966
tt0083922,Fanny and Alexander,Drama,8.1,68845,1982
tt0169858,Neon Genesis Evangelion: The End of Evangelion,"Action, Animation, Drama",8.1,68238,1997
tt2283748,OMG: Oh My God!,"Comedy, Drama, Fantasy",8.1,67287,2012
tt1821480,Kahaani,"Mystery, Thriller",8.1,67165,2012
tt12888462,My Octopus Teacher,"Documentary, Drama",8.1,66376,2020
tt0019254,The Passion of Joan of Arc,"Biography, Drama, History",8.1,63306,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,60032,1975
tt0018455,Sunrise,"Drama, Romance",8.1,54781,1927
tt0070510,Paper Moon,"Comedy, Crime, Drama",8.1,54084,1973
tt0050783,Nights of Cabiria,Drama,8.1,53550,1957
tt0074896,The Message,"Biography, Drama, History",8.1,51794,1976
tt2140203,Wolf Children,"Animation, Drama, Family",8.1,51204,2012
tt2991224,Tangerines,"Drama, War",8.1,50002,2013
tt1639426,Udaan,Drama,8.1,48093,2010
tt20256528,What Is a Woman?,Documentary,8.1,45920,2022
tt0035446,To Be or Not to Be,"Comedy, Romance, War",8.1,45530,1942
tt0040725,The Red Shoes,"Drama, Music, Romance",8.1,40759,1948
tt0043338,Ace in the Hole,"Drama, Film-Noir",8.1,40242,1951
tt0028950,The Grand Illusion,"Drama, War",8.1,39709,1937
tt2187153,Thuppakki,"Action, Thriller",8.1,39326,2012
tt4934950,Guilty,"Crime, Drama, Mystery",8.1,39260,2015
tt0077711,Autumn Sonata,"Drama, Music",8.1,39221,1978
tt4573394,Endless Corridor,"Documentary, History",8.1,38305,2014
tt10324144,Article 15,"Crime, Drama, Mystery",8.1,37890,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,37580,1955
tt0018773,The Circus,"Comedy, Family, Romance",8.1,36840,1928
tt0042041,White Heat,"Action, Crime, Drama",8.1,36766,1949
tt0375611,Black,Drama,8.1,36692,2005
tt8108268,The Tashkent Files,"Drama, Mystery, Thriller",8.1,36303,2019
tt0101640,Raise the Red Lantern,"Drama, Romance",8.1,36157,1991
tt0066763,Anand,"Drama, Musical",8.1,36066,1971
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34734,2021
tt0106332,Farewell My Concubine,"Drama, Music, Romance",8.1,34444,1993
tt0053946,Inherit the Wind,"Biography, Drama, History",8.1,33633,1960
tt0097223,Time of the Gypsies,"Comedy, Crime, Drama",8.1,33297,1988
tt9851854,Major,"Action, Biography, Drama",8.1,33155,2022
tt4635372,Masaan,Drama,8.1,32495,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,32222,1969
tt3801314,Kaththi,"Action, Drama",8.1,31400,2014
tt0244316,Yi Yi,"Drama, Romance",8.1,29742,2000
tt0263438,Everything's Gonna Be Great,"Comedy, Drama",8.1,28526,1998
tt0091288,Jean de Florette,"Comedy, Drama",8.1,28116,1986
tt8760684,Apollo 11,"Documentary, History",8.1,27719,2019
tt7236034,I Want to Eat Your Pancreas,"Animation, Drama, Family",8.1,27688,2018
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27665,1999
tt0044008,A Christmas Carol,"Drama, Family, Fantasy",8.1,27244,1951
tt0064040,Army of Shadows,"Drama, War",8.1,27111,1969
tt3302820,Cowspiracy: The Sustainability Secret,Documentary,8.1,26920,2014
tt0095467,A Short Film About Love,"Drama, Romance",8.1,26848,1988
tt0046478,Ugetsu,"Drama, Fantasy, Horror",8.1,26645,1953
tt0428870,A Moment to Remember,"Drama, Romance",8.1,26145,2004
tt0351817,The Twilight Samurai,"Drama, Romance",8.1,26071,2002
tt0317910,The Fog of War,"Biography, Documentary, History",8.1,25425,2003
tt2659414,Miracle in Cell No. 7,"Comedy, Drama",8.1,24756,2013
tt0104561,Jo Jeeta Wohi Sikandar,"Comedy, Drama, Romance",8.1,24708,1992
tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,Documentary,8.1,24142,1991
tt0014429,Safety Last!,"Action, Comedy, Thriller",8.1,23603,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23553,2005
tt7286916,The Dawn Wall,"Biography, Documentary, Sport",8.1,21602,2017
tt0056241,The Miracle Worker,"Biography, Drama",8.1,21045,1962
tt0077838,The Last Waltz,"Biography, Documentary, Music",8.1,20811,1978
tt0128332,Innocence,Drama,8.1,20806,1997
tt0093342,Where Is the Friend's House?,"Drama, Family",8.1,20082,1987
tt8144834,Section 375,"Crime, Drama, Mystery",8.1,18889,2019
tt1781069,Zeitgeist: Moving Forward,Documentary,8.1,18822,2011
tt0066580,Woodstock,"Documentary, History, Music",8.1,18813,1970
tt0191043,The Color of Paradise,"Drama, Family",8.1,18561,1999
tt0453729,Iqbal,"Drama, Sport",8.1,17950,2005
tt0041452,The Heiress,"Drama, Romance",8.1,17881,1949
tt0319736,The Legend of Bhagat Singh,"Biography, Drama, History",8.1,17610,2002
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17184,1926
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,17114,2022
tt0076085,A Special Day,Drama,8.1,16672,1977
tt19853258,Still: A Michael J. Fox Movie,"Biography, Documentary",8.1,16409,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15486,2015
tt0116630,Indian,"Action, Drama, Thriller",8.1,15287,1996
tt0105271,Roja,"Drama, Romance, Thriller",8.1,14082,1992
tt0112553,Bombay,"Drama, Romance",8.1,13974,1995
tt10706602,Collective,"Crime, Documentary",8.1,13751,2019
tt1634013,Montevideo: Taste of a Dream,"Adventure, Comedy, Drama",8.1,13238,2010
tt1113829,George Harrison: Living in the Material World,"Biography, Documentary, Music",8.1,12868,2011
tt3455224,Virunga,"Documentary, War",8.1,12423,2014
tt0330243,Day of the Wacko,"Comedy, Drama, Romance",8.1,12313,2002
tt0036506,Day of Wrath,"Drama, History",8.1,11419,1943
tt15242330,The First Slam Dunk,"Animation, Comedy, Drama",8.1,10413,2022
tt13299890,The Great Indian Kitchen,"Comedy, Drama",8.1,10243,2021
tt0848228,The Avengers,"Action, Sci-Fi",8,1489954,2012
tt2015381,Guardians of the Galaxy,"Action, Adventure, Comedy",8,1301026,2014
tt1431045,Deadpool,"Action, Comedy",8,1184535,2016
tt3659388,The Martian,"Adventure, Drama, Sci-Fi",8,953736,2015
tt1160419,Dune: Part One,"Action, Adventure, Drama",8,925908,2021
tt1663202,The Revenant,"Action, Adventure, Drama",8,897804,2015
tt1010048,Slumdog Millionaire,"Crime, Drama, Romance",8,888910,2008
tt0246578,Donnie Darko,"Drama, Mystery, Sci-Fi",8,870816,2001
tt0947798,Black Swan,"Drama, Thriller",8,846451,2010
tt2084970,The Imitation Game,"Biography, Drama, Thriller",8,843130,2014
tt0317705,The Incredibles,"Action, Adventure, Animation",8,838871,2004
tt0378194,Kill Bill: Vol. 2,"Action, Crime, Thriller",8,826579,2004
tt0401792,Sin City,"Crime, Thriller",8,802270,2005
tt1504320,The King's Speech,"Biography, Drama, History",8,716760,2010
tt0381061,Casino Royale,"Action, Adventure, Thriller",8,709922,2006
tt0107048,Groundhog Day,"Comedy, Drama, Fantasy",8,704174,1993
tt3783958,La La Land,"Comedy, Drama, Music",8,702881,2016
tt1856101,Blade Runner 2049,"Action, Drama, Mystery",8,696522,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,690867,2013
tt0440963,The Bourne Ultimatum,"Action, Mystery, Thriller",8,667032,2007
tt0114746,12 Monkeys,"Mystery, Sci-Fi, Thriller",8,658396,1995
tt0450259,Blood Diamond,"Adventure, Drama, Thriller",8,599802,2006
tt0454921,The Pursuit of Happyness,"Biography, Drama",8,580279,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,568325,2016
tt0095953,Rain Man,Drama,8,557538,1988
tt0101414,Beauty and the Beast,"Animation, Family, Fantasy",8,488215,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,481077,1992
tt0319061,Big Fish,"Adventure, Drama, Fantasy",8,465835,2003
tt0093779,The Princess Bride,"Adventure, Comedy, Family",8,460654,1987
tt0079470,Monty Python's Life of Brian,Comedy,8,426468,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,398300,2020
tt0105323,Scent of a Woman,Drama,8,340835,1992
tt0175880,Magnolia,Drama,8,334735,1999
tt0099348,Dances with Wolves,"Adventure, Drama, Western",8,297588,1990
tt0061722,The Graduate,"Comedy, Drama, Romance",8,293982,1967
tt0072890,Dog Day Afternoon,"Biography, Crime, Drama",8,278946,1975
tt0245712,Amores Perros,"Drama, Thriller",8,258021,2000
tt3741834,Lion,"Biography, Drama",8,256480,2016
tt0063522,Rosemary's Baby,"Drama, Horror",8,244873,1968
tt0083987,Gandhi,"Biography, Drama, History",8,242446,1982
tt1220719,Ip Man,"Action, Biography, Drama",8,236713,2008
tt0064115,Butch Cassidy and the Sundance Kid,"Biography, Crime, Drama",8,230118,1969
tt0094625,Akira,"Animation, Drama, Fantasy",8,212099,1988
tt0063442,Planet of the Apes,"Adventure, Sci-Fi",8,202578,1968
tt0352248,Cinderella Man,"Biography, Drama, Romance",8,202221,2005
tt4857264,The Invisible Guest,"Crime, Drama, Mystery",8,198889,2016
tt0061512,Cool Hand Luke,"Crime, Drama",8,192975,1967
tt0092067,Castle in the Sky,"Adventure, Animation, Family",8,188017,1986
tt0087544,Nausicaä of the Valley of the Wind,"Adventure, Animation, Sci-Fi",8,187894,1984
tt0102138,JFK,"Drama, History, Thriller",8,174205,1991
tt0072431,Young Frankenstein,Comedy,8,173516,1974
tt10366460,CODA,"Comedy, Drama, Music",8,173161,2021
tt0276919,Dogville,"Crime, Drama",8,162059,2003
tt0046250,Roman Holiday,"Comedy, Drama, Romance",8,150730,1953
tt0310793,Bowling for Columbine,"Crime, Documentary, Drama",8,150073,2002
tt0079944,Stalker,"Drama, Sci-Fi",8,148942,1979
tt2631186,Baahubali: The Beginning,"Action, Drama",8,142483,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,140993,1973
tt0060827,Persona,"Drama, Thriller",8,134176,1966
tt0338564,Infernal Affairs,"Crime, Drama, Mystery",8,133683,2002
tt0053198,The 400 Blows,"Crime, Drama",8,130313,1959
tt0056801,8½,Drama,8,127802,1963
tt0861739,Elite Squad,"Action, Crime, Drama",8,113174,2007
tt0052311,Touch of Evil,"Crime, Drama, Film-Noir",8,111639,1958
tt0401383,The Diving Bell and the Butterfly,"Biography, Drama",8,111252,2007
tt0156887,Perfect Blue,"Animation, Crime, Drama",8,103442,1997
tt0808417,Persepolis,"Animation, Biography, Drama",8,101869,2007
tt0048424,The Night of the Hunter,"Crime, Drama, Film-Noir",8,101239,1955
tt0109424,Chungking Express,"Comedy, Crime, Drama",8,100814,1994
tt0117666,Sling Blade,Drama,8,100775,1996
tt0166896,The Straight Story,"Biography, Drama",8,100154,1999
tt0154420,The Celebration,Drama,8,96196,1998
tt11555492,Farha,Drama,8,90013,2021
tt1555149,Elite Squad 2: The Enemy Within,"Crime, Drama, Thriller",8,88458,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,88134,2003
tt0084503,Pink Floyd: The Wall,"Drama, Fantasy, Music",8,87006,1982
tt0369702,The Sea Inside,"Biography, Drama",8,86377,2004
tt0061184,Who's Afraid of Virginia Woolf?,Drama,8,81655,1966
tt0053779,La Dolce Vita,"Comedy, Drama",8,80808,1960
tt0112870,Dilwale Dulhania Le Jayenge,"Drama, Romance",8,79137,1995
tt0386032,Sicko,"Documentary, Drama",8,77408,2007
tt0052561,Anatomy of a Murder,"Drama, Mystery",8,73898,1959
tt0010323,The Cabinet of Dr. Caligari,"Horror, Mystery, Thriller",8,72391,1920
tt4169250,M.S. Dhoni: The Untold Story,"Biography, Drama, Sport",8,70652,2016
tt0120731,The Legend of 1900,"Drama, Music, Romance",8,70634,1998
tt0053221,Rio Bravo,Western,8,69978,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,68534,2004
tt0047528,La Strada,Drama,8,67669,1954
tt1865505,Song of the Sea,"Adventure, Animation, Drama",8,64770,2014
tt0056687,What Ever Happened to Baby Jane?,"Drama, Horror, Thriller",8,63993,1962
tt3612616,Mommy,Drama,8,63305,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,62220,1995
tt1185616,Waltz with Bashir,"Animation, Biography, Documentary",8,61326,2008
tt0062229,Le Samouraï,"Crime, Drama, Thriller",8,61105,1967
tt2377938,Special 26,"Crime, Drama, History",8,60248,2013
tt3390572,Haider,"Crime, Drama, Thriller",8,58834,2014
tt4044364,Citizenfour,"Biography, Documentary",8,58726,2014
tt0060107,Andrei Rublev,"Biography, Drama, History",8,58241,1966
tt0050613,Throne of Blood,Drama,8,57317,1957
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,57228,1998
tt2758880,Winter Sleep,Drama,8,56860,2014
tt2576852,The Tale of The Princess Kaguya,"Animation, Drama, Family",8,56832,2013
tt0109117,Andaz Apna Apna,"Action, Comedy, Romance",8,56149,1994
tt1069238,Departures,Drama,8,55873,2008
tt0067328,The Last Picture Show,"Drama, Romance",8,54079,1971
tt0456144,Lage Raho Munna Bhai,"Comedy, Drama, Romance",8,51418,2006
tt5571734,Pink,"Crime, Drama, Thriller",8,49424,2016
tt0067093,Fiddler on the Roof,"Drama, Family, Musical",8,49035,1971
tt0117589,Secrets & Lies,"Comedy, Drama",8,48615,1996
tt2375559,1: Nenokkadine,"Action, Thriller",8,46970,2014
tt0037558,Brief Encounter,"Drama, Romance",8,45713,1945
tt0140888,Central Station,Drama,8,44475,1998
tt0051808,The Hidden Fortress,"Adventure, Drama",8,43418,1958
tt0056443,Sanjuro,"Action, Drama, Thriller",8,42143,1962
tt0039689,Out of the Past,"Crime, Drama, Film-Noir",8,42047,1947
tt4257858,Going Clear: Scientology & the Prison of Belief,Documentary,8,41560,2015
tt0386064,Tae Guk Gi: The Brotherhood of War,"Action, Drama, War",8,41532,2004
tt0056111,Ivan's Childhood,"Drama, War",8,41057,1962
tt0033045,The Shop Around the Corner,"Comedy, Drama, Romance",8,40770,1940
