id,title,genres,averageRating,numVotes,releaseYear
tt5198068,Wolfwalkers,"Action, Adventure, Animation",8,40610,2020
tt0041546,Kind Hearts and Coronets,"Comedy, Crime",8,40392,1949
tt0083946,Fitzcarraldo,"Adventure, Drama",8,39959,1982
tt8633462,"Quo Vadis, Aida?","Drama, History, War",8,39765,2020
tt0270053,Vizontele,"Comedy, Drama, History",8,39731,2001
tt0379557,Touching the Void,"Adventure, Documentary, Drama",8,38757,2003
tt0923752,The King of Kong: A Fistful of Quarters,"Biography, Documentary, Sport",8,37950,2007
tt0051036,Sweet Smell of Success,"Drama, Film-Noir",8,37053,1957
tt0092593,Au Revoir les Enfants,"Drama, War",8,37003,1987
tt0056732,The Exterminating Angel,"Drama, Fantasy",8,36430,1962
tt1171701,The Breath,"Action, Drama, Thriller",8,35904,2009
tt0408664,Nobody Knows,Drama,8,32766,2004
tt0053976,The Virgin Spring,Drama,8,32344,1960
tt0038890,"Rome, Open City","Drama, Thriller, War",8,30749,1945
tt0072417,A Woman Under the Influence,"Drama, Romance",8,30497,1974
tt3461252,The Blue Elephant,"Crime, Drama, Horror",8,30342,2014
tt24485052,Sirf Ek Bandaa Kaafi Hai,"Crime, Drama, Thriller",8,30045,2023
tt6628102,The Wild Pear Tree,Drama,8,28940,2018
tt1935156,Jodorowsky's Dune,Documentary,8,28406,2013
tt0057358,Winter Light,Drama,8,27818,1963
tt0055601,Viridiana,Drama,8,26762,1961
tt0038733,A Matter of Life and Death,"Drama, Fantasy, Romance",8,26154,1946
tt0036244,The Ox-Bow Incident,"Drama, Western",8,25579,1942
tt0058083,Fail Safe,"Drama, Thriller",8,25504,1964
tt0070460,Day for Night,"Comedy, Drama, Romance",8,25315,1973
tt0071141,Ali: Fear Eats the Soul,"Drama, Romance",8,24640,1974
tt0091480,Manon of the Spring,Drama,8,24511,1986
tt11581174,Karnan,"Action, Drama",8,24223,2021
tt28814949,Taylor Swift: The Eras Tour,"Documentary, Music, Musical",8,23567,2023
tt2070649,Silenced,"Crime, Drama, Thriller",8,23565,2011
tt0095468,A Short Film About Killing,"Crime, Drama",8,23076,1988
tt0044837,Limelight,"Drama, Music, Romance",8,22773,1952
tt0488414,Omkara,"Action, Crime, Drama",8,22719,2006
tt27540542,Lucky Baskhar,"Crime, Drama, Thriller",8,22582,2024
tt0109508,Crumb,"Biography, Comedy, Documentary",8,22073,1994
tt0379225,The Corporation,"Documentary, History",8,21969,2003
tt10869778,Maidaan,"Biography, Drama, History",8,21958,2024
tt0424227,Turtles Can Fly,"Drama, War",8,21330,2004
tt3449292,Manjhi: The Mountain Man,"Biography, Drama",8,20373,2015
tt1499666,Castaway on the Moon,"Comedy, Drama, Romance",8,20146,2009
tt8991268,Honeyland,"Documentary, Drama",8,19777,2019
tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,"Biography, Crime, Documentary",8,18224,2014
tt0036112,The Life and Death of Colonel Blimp,"Drama, Romance, War",8,17172,1943
tt3560686,The Fool,"Crime, Drama, Thriller",8,17118,2014
tt0249241,Werckmeister Harmonies,"Drama, Mystery",8,16646,2000
tt1128075,Love Exposure,"Action, Comedy, Drama",8,16547,2008
tt0296574,Company,"Action, Crime, Drama",8,16528,2002
tt1261047,Gulaal,"Crime, Drama, Thriller",8,16246,2009
tt22488728,Love Today,"Comedy, Drama, Romance",8,16088,2022
tt0816258,Pokiri,"Action, Crime, Thriller",8,16083,2006
tt0015064,The Last Laugh,"Drama, Horror",8,15661,1924
tt0063611,Shame,Drama,8,15445,1968
tt2458948,Evangelion: 3.0+1.01 Thrice Upon a Time,"Action, Animation, Drama",8,15418,2021
tt0220832,Vaastav: The Reality,"Action, Crime, Drama",8,15204,1999
tt0079579,Moscow Does Not Believe in Tears,"Comedy, Drama, Romance",8,14757,1980
tt0012364,The Phantom Carriage,"Drama, Fantasy, Horror",8,14675,1921
tt0054460,The Bad Sleep Well,"Crime, Drama, Thriller",8,14535,1960
tt10919240,Malik,"Action, Biography, Crime",8,14389,2021
tt0222012,Hey Ram,"Crime, Drama, History",8,14367,2000
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, History, Music",8,14347,2021
tt0065889,Investigation of a Citizen Above Suspicion,"Crime, Drama",8,13973,1970
tt5082014,Charlie,"Adventure, Drama, Romance",8,13674,2015
tt0018742,The Cameraman,"Comedy, Drama, Family",8,13582,1928
tt0043686,Forbidden Games,"Drama, War",8,13528,1952
tt0478209,Metal: A Headbanger's Journey,"Documentary, Music",8,12629,2005
tt0379370,Maqbool,"Crime, Drama, Thriller",8,12472,2003
tt0278736,Stanley Kubrick: A Life in Pictures,"Biography, Documentary",8,12308,2001
tt3686998,The Red Pill,Documentary,8,12223,2016
tt0072860,Deewaar,"Action, Crime, Drama",8,12161,1975
tt0165546,The Wounds,"Comedy, Crime, Drama",8,12005,1998
tt2150209,My Grandfather's People,"Comedy, Drama, Family",8,11539,2011
tt0063633,The Cremator,"Comedy, Crime, Drama",8,11510,1969
tt0263208,Abbas in Flower,"Comedy, Drama, Romance",8,11424,1982
tt10515086,The Blue Elephant 2,"Crime, Drama, Horror",8,11411,2019
tt11322920,Ayyappanum Koshiyum,"Action, Drama, Thriller",8,11271,2020
tt0056444,An Autumn Afternoon,Drama,8,11150,1962
tt27542289,Por Thozhil,"Action, Crime, Thriller",8,11136,2023
tt2028530,Paradise Lost 3: Purgatory,"Crime, Documentary",8,11129,2011
tt0015881,Greed,"Drama, Thriller, Western",8,11105,1924
tt0366840,Okkadu,"Action, Drama, Romance",8,11073,2003
tt24226474,Jigarthanda Double X,"Action, Comedy, Drama",8,10708,2023
tt7476236,Minding the Gap,"Documentary, Sport",8,10708,2018
tt0436971,Why We Fight,"Documentary, History, War",8,10314,2005
tt3270538,Requiem for the American Dream,"Biography, Documentary, News",8,10030,2015
tt0499549,Avatar,"Action, Adventure, Fantasy",7.9,1414568,2009
tt0120338,Titanic,"Drama, Romance",7.9,1319751,1997
tt0371746,Iron Man,"Action, Adventure, Sci-Fi",7.9,1154664,2008
tt3501632,Thor: Ragnarok,"Action, Adventure, Comedy",7.9,841021,2017
tt8946378,Knives Out,"Comedy, Crime, Drama",7.9,801723,2019
tt2543164,Arrival,"Drama, Mystery, Sci-Fi",7.9,800067,2016
tt1877832,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi",7.9,762621,2014
tt1631867,Edge of Tomorrow,"Action, Adventure, Sci-Fi",7.9,760481,2014
tt0126029,Shrek,"Adventure, Animation, Comedy",7.9,758824,2001
tt1136608,District 9,"Action, Sci-Fi, Thriller",7.9,729286,2009
tt0304141,Harry Potter and the Prisoner of Azkaban,"Adventure, Family, Fantasy",7.9,716114,2004
tt0454876,Life of Pi,"Adventure, Drama, Fantasy",7.9,678599,2012
tt0120363,Toy Story 2,"Adventure, Animation, Comedy",7.9,636209,1999
tt0796366,Star Trek,"Action, Adventure, Sci-Fi",7.9,626380,2009
tt1727824,Bohemian Rhapsody,"Biography, Drama, Music",7.9,612464,2018
tt0365748,Shaun of the Dead,"Comedy, Horror",7.9,611470,2004
tt1659337,The Perks of Being a Wallflower,Drama,7.9,562680,2012
tt0206634,Children of Men,"Drama, Sci-Fi, Thriller",7.9,541508,2006
tt0099487,Edward Scissorhands,"Drama, Fantasy, Romance",7.9,540363,1990
tt0790636,Dallas Buyers Club,"Biography, Drama",7.9,528847,2013
tt0327056,Mystic River,"Crime, Drama, Mystery",7.9,497411,2003
tt0780536,In Bruges,"Comedy, Crime, Drama",7.9,473050,2008
tt2584384,Jojo Rabbit,"Comedy, Drama, War",7.9,457575,2019
tt12361974,Zack Snyder's Justice League,"Action, Adventure, Fantasy",7.9,450053,2021
tt0083866,E.T. the Extra-Terrestrial,"Adventure, Family, Sci-Fi",7.9,448548,1982
tt6791350,Guardians of the Galaxy Vol. 3,"Action, Adventure, Comedy",7.9,410972,2023
tt0166924,Mulholland Drive,"Drama, Mystery, Thriller",7.9,394414,2001
tt0107688,The Nightmare Before Christmas,"Animation, Family, Fantasy",7.9,390988,1993
tt1065073,Boyhood,Drama,7.9,372580,2014
tt7653254,Marriage Story,"Drama, Romance",7.9,356226,2019
tt1125849,The Wrestler,"Drama, Sport",7.9,323640,2008
tt0181875,Almost Famous,"Adventure, Comedy, Drama",7.9,300211,2000
tt0118749,Boogie Nights,Drama,7.9,288139,1997
tt0190332,"Crouching Tiger, Hidden Dragon","Action, Adventure, Drama",7.9,285610,2000
tt0075686,Annie Hall,"Comedy, Romance",7.9,282006,1977
tt0432283,Fantastic Mr. Fox,"Adventure, Animation, Comedy",7.9,280493,2009
tt0108399,True Romance,"Crime, Drama, Romance",7.9,248591,1993
tt0058461,A Fistful of Dollars,"Drama, Western",7.9,239850,1964
tt0106519,Carlito's Way,"Crime, Drama, Thriller",7.9,237418,1993
tt0080455,The Blues Brothers,"Adventure, Comedy, Crime",7.9,219361,1980
tt0299977,Hero,"Action, Adventure, Drama",7.9,189674,2002
tt14849194,The Holdovers,"Comedy, Drama",7.9,186320,2023
tt2543472,Wonder,"Drama, Family",7.9,185338,2017
tt2209418,Before Midnight,"Drama, Romance",7.9,176784,2013
tt0085334,A Christmas Story,"Comedy, Family",7.9,174198,1983
tt0033870,The Maltese Falcon,"Crime, Film-Noir, Mystery",7.9,169539,1941
tt0113568,Ghost in the Shell,"Action, Animation, Crime",7.9,162252,1995
tt0040746,Rope,"Crime, Drama, Mystery",7.9,158469,1948
tt0088258,This Is Spinal Tap,"Comedy, Music",7.9,149983,1984
tt0054331,Spartacus,"Adventure, Biography, Drama",7.9,146416,1960
tt0044079,Strangers on a Train,"Crime, Drama, Film-Noir",7.9,144055,1951
tt2265171,The Raid 2,"Action, Crime, Thriller",7.9,134000,2014
tt0074119,All the President's Men,"Drama, History, Thriller",7.9,129425,1976
tt0168629,Dancer in the Dark,"Crime, Drama, Musical",7.9,119202,2000
tt0287467,Talk to Her,"Drama, Mystery, Romance",7.9,119119,2002
tt1188996,My Name Is Khan,"Drama, Romance",7.9,118560,2010
tt0044081,A Streetcar Named Desire,Drama,7.9,116314,1951
tt0097216,Do the Right Thing,"Comedy, Drama",7.9,116029,1989
tt0044706,High Noon,"Drama, Thriller, Western",7.9,112461,1952
tt0066206,Patton,"Biography, Drama, War",7.9,110027,1970
tt0038787,Notorious,"Drama, Film-Noir, Romance",7.9,109662,1946
tt1602620,Amour,Drama,7.9,107378,2012
tt3544112,Sing Street,"Comedy, Drama, Music",7.9,103380,2016
tt0069293,Solaris,"Drama, Mystery, Sci-Fi",7.9,100621,1972
tt0049406,The Killing,"Crime, Drama, Film-Noir",7.9,100609,1956
tt2370248,Short Term 12,Drama,7.9,93038,2013
tt0024216,King Kong,"Adventure, Horror",7.9,92841,1933
tt0038355,The Big Sleep,"Crime, Drama, Film-Noir",7.9,92393,1946
tt0065214,The Wild Bunch,"Action, Adventure, Drama",7.9,92063,1969
tt8075192,Shoplifters,"Crime, Drama, Thriller",7.9,89782,2018
tt0054997,The Hustler,"Drama, Sport",7.9,88150,1961
tt0061811,In the Heat of the Night,"Drama, Mystery, Thriller",7.9,85798,1967
tt1262426,Wicked,"Fantasy, Musical, Romance",7.9,85494,2024
tt0059113,Doctor Zhivago,"Drama, Romance, War",7.9,83662,1965
tt0067185,Harold and Maude,"Comedy, Drama, Romance",7.9,83321,1971
tt0056218,The Manchurian Candidate,"Drama, Thriller",7.9,81484,1962
tt0093191,Wings of Desire,"Drama, Fantasy, Romance",7.9,79719,1987
tt0049833,The Ten Commandments,"Adventure, Drama, Family",7.9,79553,1956
tt0078841,Being There,"Comedy, Drama",7.9,79550,1979
tt0347304,Kal Ho Naa Ho,"Comedy, Drama, Musical",7.9,77497,2003
tt0036613,Arsenic and Old Lace,"Comedy, Crime, Thriller",7.9,76278,1944
tt27503384,Perfect Days,Drama,7.9,70470,2023
tt1587707,Exit Through the Gift Shop,"Comedy, Crime, Documentary",7.9,69589,2010
tt13664684,Karthikeya 2,"Action, Adventure, Fantasy",7.9,64595,2022
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,7.9,64206,2007
tt0015648,Battleship Potemkin,"Drama, History, Thriller",7.9,62675,1925
tt3848892,Baby,"Action, Thriller",7.9,61464,2015
tt1093370,Jab We Met,"Comedy, Drama, Romance",7.9,60921,2007
tt0046359,Stalag 17,"Comedy, Drama, War",7.9,59754,1953
tt4387040,Airlift,"Drama, History",7.9,59441,2016
tt0423866,3-Iron,"Crime, Drama, Romance",7.9,59348,2004
tt0042546,Harvey,"Comedy, Drama, Fantasy",7.9,59184,1950
tt0347048,Head-On,"Drama, Romance",7.9,58790,2004
tt1360860,About Elly,"Drama, Mystery",7.9,58457,2009
tt0247586,Nine Queens,"Crime, Drama, Thriller",7.9,58391,2000
tt5116302,Togo,"Adventure, Biography, Drama",7.9,57934,2019
tt0039628,Miracle on 34th Street,"Comedy, Drama, Family",7.9,57631,1947
tt6333060,Icarus,"Documentary, Sport",7.9,56051,2017
tt0029843,The Adventures of Robin Hood,"Action, Adventure, Romance",7.9,55569,1938
tt0051459,Cat on a Hot Tin Roof,Drama,7.9,54641,1958
tt0072443,Mirror,"Biography, Drama",7.9,54012,1975
tt0037008,Laura,"Drama, Film-Noir, Mystery",7.9,53081,1944
tt0293715,My Sassy Girl,"Comedy, Drama, Romance",7.9,51324,2001
tt0069281,Sleuth,"Mystery, Thriller",7.9,50991,1972
tt28607951,Anora,"Comedy, Drama, Romance",7.9,50295,2024
tt0283509,No Man's Land,"Comedy, Drama, War",7.9,49434,2001
tt0376968,The Return,Drama,7.9,48217,2003
tt2395469,Gully Boy,"Drama, Music, Romance",7.9,44721,2019
tt2199711,Vishwaroopam,"Action, Thriller",7.9,41246,2013
tt0037884,The Lost Weekend,"Drama, Film-Noir",7.9,41198,1945
tt0080979,Kagemusha: The Shadow Warrior,"Drama, History, War",7.9,39124,1980
tt7725596,Badhaai Ho,"Comedy, Drama",7.9,38870,2018
tt7485048,Super 30,"Biography, Drama",7.9,38564,2019
tt0069467,Cries & Whispers,Drama,7.9,37970,1972
tt0110729,Once Were Warriors,"Crime, Drama",7.9,37742,1994
tt0042593,In a Lonely Place,"Drama, Film-Noir, Mystery",7.9,36770,1950
tt0106469,"Blood In, Blood Out","Biography, Crime, Drama",7.9,35539,1993
tt0065571,The Conformist,Drama,7.9,35498,1970
tt0063227,The Lion in Winter,"Biography, Drama, History",7.9,35011,1968
tt4330758,Black Hawk Down,Documentary,7.9,34399,1997
tt6878038,A Taxi Driver,"Action, Drama, History",7.9,33867,2017
tt0025878,The Thin Man,"Comedy, Crime, Mystery",7.9,33378,1934
tt1327035,Dev.D,"Comedy, Drama, Romance",7.9,32820,2009
tt0091670,The Sacrifice,Drama,7.9,32376,1986
tt0031885,The Rules of the Game,"Comedy, Drama",7.9,32055,1939
tt0086022,Nostalghia,Drama,7.9,31116,1983
tt0057091,The Leopard,"Drama, History",7.9,30794,1963
tt0045555,The Big Heat,"Crime, Drama, Film-Noir",7.9,30532,1953
tt0061809,In Cold Blood,"Biography, Crime, Drama",7.9,30210,1967
tt7218518,Pad Man,"Comedy, Drama",7.9,30014,2018
tt0065531,Le cercle rouge,"Crime, Drama, Thriller",7.9,29715,1970
tt0051378,Elevator to the Gallows,"Crime, Drama, Thriller",7.9,29710,1958
tt0037913,Mildred Pierce,"Crime, Drama, Film-Noir",7.9,29497,1945
tt0034240,Sullivan's Travels,"Adventure, Comedy, Drama",7.9,29331,1941
tt0038348,Beauty and the Beast,"Drama, Fantasy, Romance",7.9,28717,1946
tt7294534,Arjun Reddy,"Action, Drama, Romance",7.9,28447,2017
tt1702014,The Way He Looks,"Drama, Romance",7.9,28341,2014
tt0055499,Through a Glass Darkly,Drama,7.9,28017,1961
tt0028010,My Man Godfrey,"Comedy, Drama, Romance",7.9,27186,1936
tt0096257,The Thin Blue Line,"Crime, Documentary",7.9,26692,1988
tt0860906,Evangelion: 2.0 You Can (Not) Advance,"Action, Animation, Drama",7.9,26100,2009
tt0054130,La Notte,Drama,7.9,24884,1961
tt2882328,Ugly,"Crime, Drama, Mystery",7.9,24080,2013
tt5804038,I Am Not Your Negro,"Documentary, History",7.9,23966,2016
tt0092048,Tampopo,Comedy,7.9,23809,1985
tt0029870,Angels with Dirty Faces,"Crime, Drama, Film-Noir",7.9,23748,1938
tt0064541,Kes,"Drama, Family",7.9,23731,1969
tt0058430,Onibaba,"Drama, Horror, Thriller",7.9,23275,1964
tt1277737,The Stoning of Soraya M.,Drama,7.9,22243,2008
tt0051411,The Big Country,"Drama, Romance, Western",7.9,21953,1958
tt0058279,Kwaidan,"Drama, Fantasy, Horror",7.9,20999,1964
tt0060474,Don't Look Now... We're Being Shot At!,"Adventure, Comedy, War",7.9,20934,1966
tt8430054,Flee,"Animation, Biography, Documentary",7.9,20179,2021
tt0118147,When We Were Kings,"Documentary, Sport",7.9,19588,1996
tt0035140,"Now, Voyager","Drama, Romance",7.9,19578,1942
tt1087578,Still Walking,Drama,7.9,19415,2008
tt0118751,Border,"Drama, History, Thriller",7.9,18125,1997
tt0051994,A Night to Remember,"Drama, History",7.9,17857,1958
tt18687124,BTS Permission to Dance on Stage - Seoul: Live Viewing,"Documentary, Music",7.9,17537,2022
tt1157605,Anvil: The Story of Anvil,"Biography, Documentary, Drama",7.9,17030,2008
tt0023622,Trouble in Paradise,"Comedy, Crime, Romance",7.9,16619,1932
tt0200654,On Board,"Crime, Drama",7.9,16599,1998
tt11772746,Thiruchitrambalam,"Comedy, Drama, Musical",7.9,16371,2022
tt0031867,The Roaring Twenties,"Crime, Drama, Thriller",7.9,16302,1939
tt0988108,The Class,Drama,7.9,16106,2007
tt0042788,Night and the City,"Crime, Film-Noir, Sport",7.9,15758,1950
tt19653180,Leila's Brothers,Drama,7.9,15708,2022
tt11790780,The Alpinist,"Biography, Documentary",7.9,15348,2021
tt0156794,Eternity and a Day,Drama,7.9,15020,1998
tt0084934,Yol,Drama,7.9,14849,1982
tt0393597,Earth,Documentary,7.9,14803,2007
tt0055913,Divorce Italian Style,"Comedy, Drama, Romance",7.9,14734,1961
tt1183919,Marley,"Biography, Documentary, Music",7.9,14701,2012
tt0089603,Mishima: A Life in Four Chapters,"Biography, Drama",7.9,14652,1985
tt30796448,The Greatest Night in Pop,"Documentary, Music",7.9,14266,2024
tt0091341,Kin-dza-dza!,"Comedy, Drama, Sci-Fi",7.9,14204,1986
tt0040536,Letter from an Unknown Woman,"Drama, Romance",7.9,14108,1948
tt0023563,The Testament of Dr. Mabuse,"Crime, Mystery, Thriller",7.9,13898,1933
tt4309356,Ivy,"Drama, Fantasy, Thriller",7.9,13886,2015
tt1077248,Johnny Gaddaar,"Crime, Drama, Thriller",7.9,13519,2007
tt0033836,The Little Foxes,"Drama, Romance",7.9,13469,1941
tt8108200,Sonchiriya,"Action, Crime, Drama",7.9,13227,2019
tt5221894,The Other Me,"Crime, Drama, Mystery",7.9,13193,2016
tt0051383,Auntie Mame,"Comedy, Drama, Romance",7.9,13141,1958
tt3614516,Ankhon Dekhi,"Comedy, Drama",7.9,13110,2013
tt0079672,Opening Night,Drama,7.9,12908,1977
tt1282139,Cars of the Revolution,"Drama, History",7.9,12889,2008
tt0301727,Winged Migration,Documentary,7.9,12475,2001
tt0060277,The Sword of Doom,"Action, Drama",7.9,12440,1966
tt2926068,Manam,"Comedy, Drama, Fantasy",7.9,12251,2014
tt0052216,Big Deal on Madonna Street,"Comedy, Crime",7.9,11932,1958
tt0117040,Microcosmos,Documentary,7.9,11825,1996
tt0031385,"Goodbye, Mr. Chips","Drama, Romance",7.9,11808,1939
tt11833648,The Book of Sun,Comedy,7.9,11776,2020
tt0113703,Love Letter,"Drama, Romance",7.9,11737,1995
tt0074360,Cría Cuervos,Drama,7.9,11703,1976
tt0046022,The Earrings of Madame De...,"Drama, Romance",7.9,11469,1953
tt0997246,The Song of Sparrows,"Drama, Family",7.9,11376,2008
tt0028691,Captains Courageous,"Adventure, Drama, Family",7.9,11269,1937
tt2130321,West of Memphis,"Crime, Documentary",7.9,11170,2012
tt0814075,Deliver Us from Evil,"Crime, Documentary",7.9,11011,2006
tt0061065,The Face of Another,"Drama, Sci-Fi, Thriller",7.9,10952,1966
tt0436231,The Devil and Daniel Johnston,"Biography, Documentary, Music",7.9,10679,2005
tt0478813,The Trap,"Crime, Drama, Thriller",7.9,10503,2007
tt0096028,Salaam Bombay!,"Crime, Drama",7.9,10370,1988
tt0061589,Bob Dylan: Dont Look Back,"Documentary, Music",7.9,10306,1967
tt31711040,Look Back,"Animation, Drama",7.9,10257,2024
tt0096288,Landscape in the Mist,Drama,7.9,10126,1988
tt2488496,Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi",7.8,990061,2015
tt0903624,The Hobbit: An Unexpected Journey,"Adventure, Fantasy",7.8,893301,2012
tt3498820,Captain America: Civil War,"Action, Sci-Fi",7.8,874570,2016
tt1877830,The Batman,"Action, Crime, Drama",7.8,849486,2022
tt1285016,The Social Network,"Biography, Drama",7.8,778153,2010
tt5013056,Dunkirk,"Action, Drama, History",7.8,761308,2017
tt1074638,Skyfall,"Action, Adventure, Thriller",7.8,744326,2012
tt5052448,Get Out,"Horror, Mystery, Thriller",7.8,741729,2017
tt0780504,Drive,"Action, Drama",7.8,724938,2011
tt1170358,The Hobbit: The Desolation of Smaug,"Adventure, Fantasy",7.8,723383,2013
tt0421715,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",7.8,712413,2008
tt3748528,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi",7.8,704310,2016
tt3460252,The Hateful Eight,"Crime, Drama, Mystery",7.8,679377,2015
tt0162222,Cast Away,"Adventure, Drama, Romance",7.8,655799,2000
tt0332280,The Notebook,"Drama, Romance",7.8,642975,2004
tt2872718,Nightcrawler,"Crime, Drama, Thriller",7.8,625533,2014
tt0096874,Back to the Future Part II,"Adventure, Comedy, Sci-Fi",7.8,589126,1989
tt0258463,The Bourne Identity,"Action, Mystery, Thriller",7.8,588597,2002
tt6710474,Everything Everywhere All at Once,"Action, Adventure, Comedy",7.8,564027,2022
tt0425112,Hot Fuzz,"Action, Comedy, Mystery",7.8,546801,2007
tt0449059,Little Miss Sunshine,"Comedy, Drama",7.8,530212,2006
tt2245084,Big Hero 6,"Action, Adventure, Animation",7.8,519656,2014
tt1568346,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",7.8,507324,2011
tt1535109,Captain Phillips,"Action, Biography, Crime",7.8,502735,2013
tt1596363,The Big Short,"Biography, Comedy, Drama",7.8,501015,2015
tt0139654,Training Day,"Crime, Drama, Thriller",7.8,487722,2001
tt0325710,The Last Samurai,"Action, Drama",7.8,482431,2003
tt0093773,Predator,"Action, Adventure, Horror",7.8,469916,1987
tt0765429,American Gangster,"Biography, Crime, Drama",7.8,466308,2007
tt0087332,Ghostbusters,"Action, Comedy, Fantasy",7.8,464838,1984
tt0088847,The Breakfast Club,"Comedy, Drama",7.8,449828,1985
tt1302006,The Irishman,"Biography, Crime, Drama",7.8,444843,2019
tt8367814,The Gentlemen,"Action, Crime",7.8,423109,2019
tt2194499,About Time,"Comedy, Drama, Fantasy",7.8,403810,2013
tt0091042,Ferris Bueller's Day Off,Comedy,7.8,397705,1986
tt0964517,The Fighter,"Action, Biography, Drama",7.8,395523,2010
tt1182345,Moon,"Drama, Mystery, Sci-Fi",7.8,382738,2009
tt1646971,How to Train Your Dragon 2,"Action, Adventure, Animation",7.8,375237,2014
tt1748122,Moonrise Kingdom,"Adventure, Comedy, Drama",7.8,371411,2012
tt0414387,Pride & Prejudice,"Drama, Romance",7.8,343045,2005
tt0472043,Apocalypto,"Action, Adventure, Drama",7.8,339054,2006
tt0094226,The Untouchables,"Crime, Drama, Thriller",7.8,338624,1987
tt5726616,Call Me by Your Name,"Drama, Romance",7.8,331205,2017
